CO2 [ppm],Temperature_Indoor [C],Relative_Humidity_Indoor [%],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Class,Room_ID
508,24.30,69.70,36.14,48.20,501.480,254.000,No Turning-on Behavior,A
514,24.10,69.60,36.36,46.50,443.490,251.000,No Turning-on Behavior,A
509,24.00,69.70,36.16,47.10,177.870,252.000,No Turning-on Behavior,A
516,24.00,69.90,36.51,47.00,351.840,251.000,No Turning-on Behavior,A
523,23.90,70.30,36.17,46.90,349.260,248.000,No Turning-on Behavior,A
526,23.80,69.50,36.42,44.50,96.270,233.000,No Turning-on Behavior,A
558,23.80,68.30,37.25,43.00,345.760,222.000,No Turning-on Behavior,A
519,23.70,68.90,36.79,45.20,343.890,222.000,No Turning-on Behavior,A
513,23.70,69.40,36.65,45.80,395.790,223.000,No Turning-on Behavior,A
513,23.70,70.20,37.23,43.70,423.390,211.000,No Turning-on Behavior,A
510,23.70,70.60,36.60,44.40,95.330,199.000,No Turning-on Behavior,A
520,23.60,70.20,37.30,43.10,318.400,183.000,No Turning-on Behavior,A
517,23.60,70.50,36.57,45.10,133.680,171.000,No Turning-on Behavior,A
525,23.60,70.20,36.71,45.40,53.710,162.000,No Turning-on Behavior,A
553,23.60,70.50,36.46,46.00,78.030,164.000,No Turning-on Behavior,A
562,23.70,70.00,36.31,46.30,79.900,165.000,No Turning-on Behavior,A
566,23.60,70.00,36.24,44.20,63.300,165.000,No Turning-on Behavior,A
608,23.70,70.30,36.64,44.60,203.120,167.000,No Turning-on Behavior,A
609,23.70,69.50,36.66,45.90,43.660,180.000,No Turning-on Behavior,A
619,23.70,69.40,37.09,45.50,417.310,187.000,No Turning-on Behavior,A
625,23.70,69.20,36.83,45.90,459.390,189.000,No Turning-on Behavior,A
613,23.70,69.40,36.92,46.50,7.180,152.000,No Turning-on Behavior,A
608,23.70,69.80,36.81,47.70,195.640,141.000,No Turning-on Behavior,A
617,23.70,69.90,36.26,50.00,12.330,113.000,No Turning-on Behavior,A
606,23.70,71.30,36.42,47.70,84.340,124.000,No Turning-on Behavior,A
589,23.80,71.00,36.37,49.30,293.380,124.000,No Turning-on Behavior,A
579,23.80,70.30,36.11,51.20,8.350,101.000,No Turning-on Behavior,A
574,23.70,70.40,35.82,51.30,79.430,89.000,No Turning-on Behavior,A
545,23.50,70.70,35.90,51.60,144.900,95.000,No Turning-on Behavior,A
534,23.50,70.30,35.85,50.80,15.130,94.000,No Turning-on Behavior,A
528,24.60,68.20,33.55,51.70,320.040,206.000,No Turning-on Behavior,A
549,24.40,68.50,33.38,52.50,45.300,183.000,No Turning-on Behavior,A
556,24.30,68.70,33.67,52.00,169.450,200.000,No Turning-on Behavior,A
556,24.10,67.60,33.71,48.60,7.880,179.000,No Turning-on Behavior,A
577,24.00,67.90,33.70,50.50,11.390,195.000,No Turning-on Behavior,A
557,24.10,68.00,33.97,50.70,18.870,187.000,No Turning-on Behavior,A
560,24.10,68.10,33.83,50.90,48.100,195.000,No Turning-on Behavior,A
525,24.10,68.70,33.91,49.10,9.050,210.000,No Turning-on Behavior,A
501,24.10,68.60,34.13,48.20,70.780,226.000,No Turning-on Behavior,A
492,24.00,67.90,34.13,46.70,100.710,228.000,No Turning-on Behavior,A
482,24.00,67.90,34.48,46.80,262.520,254.000,No Turning-on Behavior,A
483,23.90,67.70,34.79,47.20,550.580,291.000,No Turning-on Behavior,A
502,23.90,67.90,35.01,45.80,72.650,287.000,No Turning-on Behavior,A
516,23.60,66.00,34.96,45.90,773.180,316.000,No Turning-on Behavior,A
521,23.50,66.20,35.75,44.40,744.660,320.000,No Turning-on Behavior,A
509,23.90,72.20,35.62,42.50,48.100,271.000,No Turning-on Behavior,A
507,24.70,71.00,35.14,43.50,17.940,212.000,No Turning-on Behavior,A
520,24.20,66.10,35.14,43.80,88.790,253.000,No Turning-on Behavior,A
524,23.90,66.10,35.50,43.90,110.300,283.000,No Turning-on Behavior,A
527,23.70,66.50,34.96,45.00,7.650,172.000,No Turning-on Behavior,A
539,23.70,66.50,34.68,46.30,14.200,151.000,No Turning-on Behavior,A
532,23.60,66.40,34.68,46.50,15.130,156.000,No Turning-on Behavior,A
555,23.60,66.50,34.83,46.10,189.100,180.000,No Turning-on Behavior,A
568,23.50,66.50,35.30,43.90,256.440,224.000,No Turning-on Behavior,A
564,23.90,73.20,35.97,42.20,321.670,194.000,No Turning-on Behavior,A
575,24.70,74.60,36.15,43.00,570.690,189.000,No Turning-on Behavior,A
582,24.20,67.40,36.13,43.50,211.070,172.000,No Turning-on Behavior,A
584,24.00,67.30,36.16,43.10,71.250,135.000,No Turning-on Behavior,A
595,24.00,66.80,35.57,43.30,93.700,147.000,No Turning-on Behavior,A
622,23.60,65.60,35.67,44.30,21.210,115.000,No Turning-on Behavior,A
654,24.00,73.30,35.34,45.80,4.140,108.000,No Turning-on Behavior,A
665,24.80,71.40,35.13,46.60,2.970,106.000,No Turning-on Behavior,A
674,24.70,64.60,34.89,46.70,3.210,108.000,No Turning-on Behavior,A
686,23.80,63.90,34.77,46.60,4.840,116.000,No Turning-on Behavior,A
719,24.00,72.60,35.04,45.70,125.500,138.000,No Turning-on Behavior,A
719,24.80,70.90,35.32,45.50,75.460,138.000,No Turning-on Behavior,A
722,24.80,64.40,35.57,45.60,16.540,107.000,No Turning-on Behavior,A
746,24.00,64.80,34.87,47.00,125.030,112.000,No Turning-on Behavior,A
654,23.80,66.80,34.92,47.90,8.590,98.000,No Turning-on Behavior,A
608,23.70,67.80,34.92,47.80,10.920,92.000,No Turning-on Behavior,A
562,23.80,69.50,34.77,47.80,4.140,89.000,No Turning-on Behavior,A
493,24.30,73.40,31.32,63.40,3.440,134.000,No Turning-on Behavior,A
510,24.30,72.90,31.60,63.30,49.740,150.000,No Turning-on Behavior,A
541,24.20,72.00,31.79,62.50,36.880,163.000,No Turning-on Behavior,A
548,24.40,69.30,32.45,59.30,6.480,164.000,No Turning-on Behavior,A
581,24.30,69.00,32.64,58.60,30.100,181.000,No Turning-on Behavior,A
586,24.20,68.70,32.75,57.80,63.300,205.000,No Turning-on Behavior,A
581,24.00,68.40,33.07,57.30,93.230,0.000,No Turning-on Behavior,A
576,24.00,68.80,33.11,55.90,51.380,0.000,No Turning-on Behavior,A
578,24.00,68.40,33.14,56.80,5.550,0.000,No Turning-on Behavior,A
580,23.90,68.40,33.31,55.10,16.070,184.000,No Turning-on Behavior,A
569,23.90,68.10,33.22,54.40,4.140,186.000,No Turning-on Behavior,A
536,23.90,68.30,33.50,53.60,9.050,213.000,No Turning-on Behavior,A
531,24.40,76.30,33.43,52.80,5.310,186.000,No Turning-on Behavior,A
542,25.10,76.40,33.18,52.40,6.010,143.000,No Turning-on Behavior,A
574,25.10,68.10,32.96,53.10,3.910,131.000,No Turning-on Behavior,A
546,24.70,74.40,33.09,54.10,4.380,145.000,No Turning-on Behavior,A
558,25.10,76.00,33.10,54.30,21.910,181.000,No Turning-on Behavior,A
563,25.60,69.60,33.27,53.90,4.140,155.000,No Turning-on Behavior,A
558,24.70,66.90,33.06,53.10,15.130,145.000,No Turning-on Behavior,A
571,24.60,75.20,33.25,53.50,3.210,122.000,No Turning-on Behavior,A
572,25.40,74.20,33.12,52.60,2.970,105.000,No Turning-on Behavior,A
553,24.90,66.40,32.78,53.20,2.970,95.000,No Turning-on Behavior,A
559,24.90,75.60,32.70,54.30,3.210,93.000,No Turning-on Behavior,A
555,25.40,74.20,32.79,54.30,2.970,111.000,No Turning-on Behavior,A
563,24.80,66.40,32.62,54.30,3.680,110.000,No Turning-on Behavior,A
550,24.80,75.40,32.71,54.20,2.270,97.000,No Turning-on Behavior,A
552,25.20,74.30,32.46,54.40,3.440,99.000,No Turning-on Behavior,A
555,25.60,67.10,32.70,53.40,2.270,110.000,No Turning-on Behavior,A
591,24.40,71.00,32.62,53.50,2.270,82.000,No Turning-on Behavior,A
618,24.60,73.40,32.62,54.10,3.440,98.000,No Turning-on Behavior,A
650,25.40,68.70,32.60,53.90,2.270,105.000,No Turning-on Behavior,A
647,25.90,67.50,32.58,54.50,10.920,123.000,No Turning-on Behavior,A
660,26.00,64.40,32.50,55.20,2.510,111.000,No Turning-on Behavior,A
675,24.60,67.70,32.50,55.00,2.510,39.000,No Turning-on Behavior,A
655,24.90,72.90,32.29,54.90,1.570,33.000,No Turning-on Behavior,A
647,25.70,69.80,32.20,57.80,2.270,31.000,No Turning-on Behavior,A
647,24.90,64.70,31.84,60.30,2.270,39.000,No Turning-on Behavior,A
644,24.70,74.50,31.49,61.50,2.510,23.000,No Turning-on Behavior,A
647,25.30,73.50,31.10,64.00,2.270,3225.000,No Turning-on Behavior,A
642,24.90,67.10,30.03,69.60,2.740,25.000,No Turning-on Behavior,A
603,24.60,75.90,29.55,73.10,2.040,7.000,No Turning-on Behavior,A
582,25.00,77.70,29.37,73.10,1.800,12.000,No Turning-on Behavior,A
499,24.00,67.10,32.35,59.90,273.270,223.000,No Turning-on Behavior,A
543,23.40,70.60,31.42,65.80,14.430,106.000,No Turning-on Behavior,A
576,24.00,75.60,30.79,67.10,3.210,77.000,No Turning-on Behavior,A
590,24.80,72.70,30.00,71.20,3.680,97.000,No Turning-on Behavior,A
603,25.00,67.10,30.09,70.50,2.510,118.000,No Turning-on Behavior,A
638,24.40,67.00,30.38,68.40,3.910,161.000,No Turning-on Behavior,A
640,24.20,67.20,31.32,66.40,60.730,193.000,No Turning-on Behavior,A
607,23.90,67.80,30.99,65.80,100.710,158.000,No Turning-on Behavior,A
591,24.10,76.20,30.98,66.30,2.510,148.000,No Turning-on Behavior,A
575,24.70,78.50,30.50,65.80,2.740,99.000,No Turning-on Behavior,A
604,24.30,69.20,30.14,67.30,2.740,69.000,No Turning-on Behavior,A
594,24.00,68.00,30.79,65.50,45.300,228.000,No Turning-on Behavior,A
595,23.90,68.20,31.05,64.60,272.340,205.000,No Turning-on Behavior,A
584,23.80,68.50,30.91,64.00,28.690,163.000,No Turning-on Behavior,A
572,24.30,77.40,31.12,63.20,259.940,177.000,No Turning-on Behavior,A
587,24.70,72.60,31.10,61.60,53.950,151.000,No Turning-on Behavior,A
609,24.10,68.80,31.64,60.90,43.190,106.000,No Turning-on Behavior,A
602,23.90,68.50,31.78,60.90,329.620,162.000,No Turning-on Behavior,A
597,23.90,68.40,31.98,60.70,25.650,144.000,No Turning-on Behavior,A
591,23.70,68.70,31.59,60.40,277.480,142.000,No Turning-on Behavior,A
570,23.70,68.60,31.33,61.40,152.620,127.000,No Turning-on Behavior,A
559,23.70,69.30,31.81,60.40,86.680,91.000,No Turning-on Behavior,A
590,24.70,67.10,31.18,61.80,233.050,99.000,No Turning-on Behavior,A
617,25.10,65.70,31.18,62.40,22.610,84.000,No Turning-on Behavior,A
634,25.40,65.00,30.94,62.60,43.190,66.000,No Turning-on Behavior,A
634,26.00,67.90,30.27,65.20,7.880,69.000,No Turning-on Behavior,A
596,26.30,69.40,30.19,65.60,44.130,72.000,No Turning-on Behavior,A
527,24.30,70.60,34.54,53.10,198.450,176.000,No Turning-on Behavior,A
538,23.80,68.60,33.65,54.70,2.970,75.000,No Turning-on Behavior,A
547,23.70,69.90,32.22,65.30,4.610,34.000,No Turning-on Behavior,A
542,23.70,69.10,31.10,72.50,6.250,31.000,No Turning-on Behavior,A
464,23.50,73.30,24.76,90.60,3.910,16.000,No Turning-on Behavior,A
468,23.30,73.00,24.50,93.40,1.800,12.000,No Turning-on Behavior,A
482,23.20,73.30,24.56,94.70,1.100,10.000,No Turning-on Behavior,A
501,23.10,73.50,24.54,95.40,1.340,9.000,No Turning-on Behavior,A
520,23.10,73.10,24.49,96.10,1.100,7.000,No Turning-on Behavior,A
522,23.10,73.40,24.31,96.80,1.570,9.000,No Turning-on Behavior,A
530,23.10,73.10,24.24,97.10,1.570,9.000,No Turning-on Behavior,A
526,23.00,73.40,24.29,97.20,1.340,9.000,No Turning-on Behavior,A
512,23.00,73.80,24.40,97.60,1.570,9.000,No Turning-on Behavior,A
519,22.90,73.70,24.39,97.70,1.800,10.000,No Turning-on Behavior,A
549,23.00,73.50,24.56,98.10,1.800,11.000,No Turning-on Behavior,A
562,23.00,73.40,24.56,98.40,1.570,12.000,No Turning-on Behavior,A
573,23.00,73.70,24.51,98.60,1.570,13.000,No Turning-on Behavior,A
562,23.00,74.10,24.57,98.90,2.270,14.000,No Turning-on Behavior,A
560,23.00,72.60,24.51,99.20,2.270,14.000,No Turning-on Behavior,A
565,22.80,72.10,24.38,99.40,2.270,14.000,No Turning-on Behavior,A
551,23.90,81.00,24.26,99.40,1.800,12.000,No Turning-on Behavior,A
536,24.30,76.40,24.29,99.40,2.040,11.000,No Turning-on Behavior,A
520,23.20,72.20,24.36,99.30,1.800,10.000,No Turning-on Behavior,A
508,22.90,73.40,24.37,99.20,1.800,9.000,No Turning-on Behavior,A
504,23.10,79.90,24.51,99.30,1.570,7.000,No Turning-on Behavior,A
512,24.10,82.20,24.42,99.20,1.570,6.000,No Turning-on Behavior,A
521,24.10,75.60,24.44,99.20,1.570,6.000,No Turning-on Behavior,A
505,23.10,74.30,24.51,99.30,1.570,6.000,No Turning-on Behavior,A
486,22.80,74.00,24.45,99.20,1.570,7.000,No Turning-on Behavior,A
479,23.70,82.30,24.54,99.30,1.800,7.000,No Turning-on Behavior,A
479,24.40,82.20,24.62,99.50,1.800,7.000,No Turning-on Behavior,A
469,23.50,75.10,24.70,99.60,1.570,7.000,No Turning-on Behavior,A
464,23.20,75.50,24.67,99.80,2.040,8.000,No Turning-on Behavior,A
465,23.00,76.30,24.72,99.90,1.570,9.000,No Turning-on Behavior,A
434,23.30,75.70,27.10,87.20,1.570,49.000,No Turning-on Behavior,A
429,23.10,75.10,27.13,86.60,1.570,40.000,No Turning-on Behavior,A
426,22.90,74.30,27.10,86.10,1.800,51.000,No Turning-on Behavior,A
425,22.80,74.40,27.05,86.30,1.570,30.000,No Turning-on Behavior,A
500,24.90,69.90,34.14,55.70,396.260,284.000,No Turning-on Behavior,A
494,24.90,69.60,33.73,56.10,683.160,272.000,No Turning-on Behavior,A
494,25.20,69.10,33.49,56.90,613.950,227.000,No Turning-on Behavior,A
522,24.90,69.10,33.68,56.10,600.860,204.000,No Turning-on Behavior,A
532,24.70,68.90,33.52,56.40,371.940,204.000,No Turning-on Behavior,A
540,24.60,70.30,34.24,54.40,265.090,140.000,No Turning-on Behavior,A
540,24.60,70.40,34.28,53.50,623.300,197.000,No Turning-on Behavior,A
539,24.60,70.40,33.88,55.00,331.490,193.000,No Turning-on Behavior,A
544,24.60,70.50,34.23,54.40,625.870,172.000,No Turning-on Behavior,A
539,24.50,70.50,33.35,56.70,11.390,136.000,No Turning-on Behavior,A
538,24.40,70.50,33.83,55.00,630.320,155.000,No Turning-on Behavior,A
546,24.50,70.80,33.78,55.80,648.320,141.000,No Turning-on Behavior,A
544,24.60,70.90,33.86,55.80,78.970,135.000,No Turning-on Behavior,A
536,24.50,71.20,33.54,56.00,652.300,136.000,No Turning-on Behavior,A
533,24.50,70.90,33.71,55.80,622.600,116.000,No Turning-on Behavior,A
541,24.60,70.40,33.83,56.50,465.010,100.000,No Turning-on Behavior,A
526,24.50,70.40,33.40,56.30,199.850,100.000,No Turning-on Behavior,A
535,24.40,70.30,33.69,55.90,187.230,100.000,No Turning-on Behavior,A
536,24.40,70.70,34.39,54.20,580.750,112.000,No Turning-on Behavior,A
533,24.40,70.70,34.08,54.50,452.140,108.000,No Turning-on Behavior,A
536,24.30,70.80,33.53,55.80,570.460,102.000,No Turning-on Behavior,A
499,24.10,71.10,34.03,55.30,548.010,94.000,No Turning-on Behavior,A
483,24.20,70.80,33.58,56.00,24.490,89.000,No Turning-on Behavior,A
478,24.00,70.70,33.33,56.40,550.350,83.000,No Turning-on Behavior,A
497,24.00,69.50,33.44,55.90,358.150,68.000,No Turning-on Behavior,A
500,23.90,69.40,33.05,57.60,255.030,65.000,No Turning-on Behavior,A
489,23.80,69.50,32.90,57.80,203.590,50.000,No Turning-on Behavior,A
476,23.90,69.70,32.78,58.80,23.780,40.000,No Turning-on Behavior,A
438,24.40,68.60,29.16,67.20,38.510,99.000,No Turning-on Behavior,A
496,24.20,66.80,32.19,53.60,633.120,169.000,No Turning-on Behavior,A
497,24.00,66.00,31.81,54.30,15.600,188.000,No Turning-on Behavior,A
497,23.90,66.40,32.75,51.70,762.190,201.000,No Turning-on Behavior,A
488,23.90,67.60,32.82,51.70,710.520,212.000,No Turning-on Behavior,A
478,24.00,68.50,32.42,53.20,818.310,230.000,No Turning-on Behavior,A
470,24.10,68.50,32.60,51.10,710.280,217.000,No Turning-on Behavior,A
447,23.90,67.10,32.82,51.80,655.100,211.000,No Turning-on Behavior,A
442,23.90,66.20,33.27,51.70,718.000,239.000,No Turning-on Behavior,A
435,23.80,66.30,33.94,50.10,679.420,233.000,No Turning-on Behavior,A
432,23.60,66.60,33.83,49.30,55.820,241.000,No Turning-on Behavior,A
433,23.60,66.90,33.40,51.60,706.310,240.000,No Turning-on Behavior,A
428,23.60,66.80,33.95,50.80,656.970,230.000,No Turning-on Behavior,A
434,23.50,66.80,33.55,52.00,235.630,230.000,No Turning-on Behavior,A
429,23.50,67.10,33.23,53.80,328.920,207.000,No Turning-on Behavior,A
462,23.50,67.10,33.64,52.20,592.200,218.000,No Turning-on Behavior,A
479,23.60,66.70,33.29,50.70,197.750,249.000,No Turning-on Behavior,A
487,23.70,67.20,33.56,52.10,798.430,240.000,No Turning-on Behavior,A
497,23.60,67.40,33.35,52.20,802.410,238.000,No Turning-on Behavior,A
510,23.40,66.00,33.11,52.60,436.480,190.000,No Turning-on Behavior,A
501,23.60,67.60,33.73,51.40,6.010,128.000,No Turning-on Behavior,A
488,23.60,68.50,33.95,51.10,351.370,167.000,No Turning-on Behavior,A
477,23.70,68.80,33.65,52.30,427.360,206.000,No Turning-on Behavior,A
463,23.70,68.90,33.82,51.30,821.820,180.000,No Turning-on Behavior,A
458,23.70,68.70,33.94,49.40,797.030,169.000,No Turning-on Behavior,A
456,23.70,68.80,33.26,52.30,313.960,163.000,No Turning-on Behavior,A
459,23.70,69.40,34.30,50.60,710.050,136.000,No Turning-on Behavior,A
451,23.70,69.20,34.06,52.70,277.480,141.000,No Turning-on Behavior,A
506,23.90,69.60,33.81,51.50,36.410,162.000,No Turning-on Behavior,A
522,24.00,69.10,33.59,52.20,532.110,139.000,No Turning-on Behavior,A
546,24.00,69.50,33.34,54.00,85.050,114.000,No Turning-on Behavior,A
575,24.00,69.40,32.52,56.10,84.110,92.000,No Turning-on Behavior,A
585,24.00,69.30,32.90,56.90,105.860,89.000,No Turning-on Behavior,A
603,24.00,69.10,32.68,56.20,456.820,108.000,No Turning-on Behavior,A
598,24.10,68.40,32.89,56.70,281.920,110.000,No Turning-on Behavior,A
592,24.00,68.70,33.11,55.10,23.080,118.000,No Turning-on Behavior,A
563,23.90,68.70,32.35,58.40,21.680,100.000,No Turning-on Behavior,A
552,23.80,69.10,32.69,56.50,289.870,116.000,No Turning-on Behavior,A
535,23.80,69.70,32.30,58.70,418.470,106.000,No Turning-on Behavior,A
519,23.70,69.70,32.64,58.60,396.500,109.000,No Turning-on Behavior,A
512,23.60,69.70,32.36,59.40,24.720,101.000,No Turning-on Behavior,A
504,23.60,70.40,31.96,60.10,5.550,67.000,No Turning-on Behavior,A
488,23.60,70.10,31.44,63.00,409.820,68.000,No Turning-on Behavior,A
473,23.60,71.60,31.68,61.90,26.590,74.000,No Turning-on Behavior,A
449,25.20,68.70,28.70,73.70,5.550,127.000,No Turning-on Behavior,A
439,24.40,70.70,28.59,75.40,24.020,166.000,No Turning-on Behavior,A
485,24.40,71.60,28.99,75.00,27.290,164.000,No Turning-on Behavior,A
498,24.40,72.20,29.09,73.70,3.680,144.000,No Turning-on Behavior,A
484,24.30,71.20,28.72,75.10,3.440,154.000,No Turning-on Behavior,A
496,24.20,70.30,29.03,72.80,3.440,113.000,No Turning-on Behavior,A
496,24.10,70.20,29.48,70.50,2.740,151.000,No Turning-on Behavior,A
487,24.00,70.20,29.49,70.50,2.970,117.000,No Turning-on Behavior,A
486,23.90,70.40,29.54,70.50,2.040,74.000,No Turning-on Behavior,A
496,24.00,70.40,29.25,70.90,2.270,100.000,No Turning-on Behavior,A
490,23.90,70.90,29.26,70.70,2.040,83.000,No Turning-on Behavior,A
479,23.80,70.80,29.24,70.80,2.040,66.000,No Turning-on Behavior,A
481,23.80,70.90,29.22,71.70,1.800,50.000,No Turning-on Behavior,A
475,23.60,71.40,29.26,71.10,1.570,48.000,No Turning-on Behavior,A
466,23.50,70.80,29.15,72.80,2.510,49.000,No Turning-on Behavior,A
438,23.50,71.00,28.61,75.50,4.380,38.000,No Turning-on Behavior,A
426,23.40,71.50,27.97,79.50,3.210,94.000,No Turning-on Behavior,A
415,23.30,71.60,27.78,81.10,1.340,43.000,No Turning-on Behavior,A
448,23.50,71.10,27.98,80.60,1.340,65.000,No Turning-on Behavior,A
462,23.50,70.90,28.41,78.40,1.340,30.000,No Turning-on Behavior,A
466,23.50,70.10,28.16,78.50,2.270,62.000,No Turning-on Behavior,A
467,23.40,70.70,28.49,77.50,1.340,110.000,No Turning-on Behavior,A
466,23.40,70.70,29.76,73.80,5.310,181.000,No Turning-on Behavior,A
472,23.50,70.30,29.53,71.30,2.510,103.000,No Turning-on Behavior,A
460,23.40,70.40,29.73,70.00,2.740,156.000,No Turning-on Behavior,A
461,23.40,70.50,30.21,64.90,2.970,150.000,No Turning-on Behavior,A
465,23.50,70.10,30.42,63.00,4.140,184.000,No Turning-on Behavior,A
476,23.40,69.80,30.79,61.50,239.130,268.000,No Turning-on Behavior,A
485,23.50,69.90,31.35,59.80,272.340,202.000,No Turning-on Behavior,A
509,23.70,69.60,31.62,57.30,772.710,256.000,No Turning-on Behavior,A
503,23.70,70.00,31.66,57.80,711.450,223.000,No Turning-on Behavior,A
497,23.70,70.50,31.81,58.50,482.780,187.000,No Turning-on Behavior,A
493,23.70,70.70,31.75,59.80,7.180,143.000,No Turning-on Behavior,A
498,23.80,70.70,31.59,58.70,540.760,211.000,No Turning-on Behavior,A
495,23.80,70.40,31.70,58.20,745.360,169.000,No Turning-on Behavior,A
490,23.80,70.90,31.73,58.20,204.530,146.000,No Turning-on Behavior,A
508,23.80,70.20,31.03,60.30,736.710,7977.000,No Turning-on Behavior,A
516,23.90,70.10,31.28,61.20,544.270,174.000,No Turning-on Behavior,A
515,23.80,70.20,30.91,62.10,293.150,161.000,No Turning-on Behavior,A
522,23.80,70.60,30.63,63.60,385.040,115.000,No Turning-on Behavior,A
510,23.90,70.90,31.46,62.70,259.710,143.000,No Turning-on Behavior,A
513,23.90,71.10,31.57,62.70,617.220,166.000,No Turning-on Behavior,A
517,24.00,71.30,30.49,67.60,76.390,120.000,No Turning-on Behavior,A
522,24.00,72.00,30.36,68.60,531.640,140.000,No Turning-on Behavior,A
510,24.00,72.10,30.66,67.90,571.860,138.000,No Turning-on Behavior,A
512,24.00,73.00,29.87,71.50,195.880,90.000,No Turning-on Behavior,A
510,24.00,73.10,30.10,71.00,599.450,94.000,No Turning-on Behavior,A
511,24.00,73.10,30.55,68.00,165.010,94.000,No Turning-on Behavior,A
498,24.00,72.20,30.04,69.00,5.550,84.000,No Turning-on Behavior,A
538,24.90,69.50,31.61,61.30,20.280,128.000,No Turning-on Behavior,A
528,24.90,69.10,31.44,62.20,812.700,180.000,No Turning-on Behavior,A
522,25.00,68.70,31.95,60.70,590.570,210.000,No Turning-on Behavior,A
516,25.00,68.50,31.88,59.60,623.300,222.000,No Turning-on Behavior,A
518,25.00,68.60,32.29,59.10,845.430,225.000,No Turning-on Behavior,A
511,24.90,69.00,31.95,59.90,16.540,239.000,No Turning-on Behavior,A
524,24.90,68.40,32.24,59.30,697.660,216.000,No Turning-on Behavior,A
512,25.00,68.60,32.24,57.70,799.140,264.000,No Turning-on Behavior,A
509,24.90,68.50,32.92,56.10,14.900,234.000,No Turning-on Behavior,A
500,24.90,68.40,33.11,56.30,103.990,162.000,No Turning-on Behavior,A
476,24.90,67.90,32.78,56.10,801.240,248.000,No Turning-on Behavior,A
474,24.90,67.30,33.54,54.90,13.960,266.000,No Turning-on Behavior,A
487,24.80,67.60,33.12,54.20,801.010,308.000,No Turning-on Behavior,A
518,24.70,67.40,32.91,55.10,839.590,300.000,No Turning-on Behavior,A
