Temperature_Indoor [C],Relative_Humidity_Indoor [%],Indoor_Illumination [LUX],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Shading_Status_last,Class,Room_ID
27.10,59.70,540,27.35,53.60,20.740,208.000,0,Rolling Up,C
27.10,58.10,476,27.22,53.30,3.910,180.000,0,Rolling Up,C
26.90,57.70,511,27.12,56.30,4.380,202.000,0,Rolling Up,C
26.90,58.10,578,27.70,54.20,109.830,276.000,0,Rolling Up,C
26.10,58.90,649,27.57,54.30,22.380,286.000,0,Rolling Up,C
26.40,57.90,603,28.03,53.60,91.360,245.000,0,Rolling Up,C
26.50,56.70,681,27.90,52.40,337.340,330.000,0,Rolling Up,C
26.60,57.40,518,28.11,51.10,10.920,218.000,0,Rolling Up,C
26.80,57.40,648,28.91,48.40,662.120,337.000,0,Rolling Up,C
27.50,59.40,404,24.53,65.20,120.590,139.000,0.5,Rolling Up,C
27.60,59.20,398,24.75,65.30,7.650,135.000,0.5,Rolling Up,C
26.10,57.80,491,24.80,63.90,359.550,171.000,0.5,Rolling Up,C
25.90,59.00,453,25.03,62.40,5.780,143.000,0.5,Rolling Up,C
26.00,58.80,539,24.97,62.30,19.580,183.000,0.5,Rolling Up,C
26.10,60.30,461,25.15,60.80,51.840,187.000,0.5,Rolling Up,C
25.90,59.40,748,25.23,61.50,15.370,171.000,0.5,Rolling Up,C
26.10,61.30,1018,25.93,59.80,410.990,226.000,0,Rolling Up,C
25.90,62.20,850,25.85,57.80,16.770,208.000,0,Rolling Up,C
25.60,58.90,951,26.14,55.00,455.420,207.000,0,Rolling Up,C
26.00,59.90,1034,26.66,51.00,16.300,211.000,0,Rolling Up,C
25.80,57.40,885,26.86,51.80,466.170,222.000,0,Rolling Up,C
25.60,57.60,985,26.75,51.80,517.850,242.000,0,Rolling Up,C
25.80,56.60,1006,26.71,50.40,495.870,236.000,0,Rolling Up,C
25.70,55.60,1042,27.08,49.00,528.140,249.000,0,Rolling Up,C
25.50,57.90,1005,27.17,50.10,16.540,261.000,0,Rolling Up,C
25.80,57.20,1063,27.00,47.40,451.210,259.000,0,Rolling Up,C
25.50,56.50,1036,27.14,47.50,559.470,275.000,0,Rolling Up,C
25.80,56.00,1057,27.30,45.70,466.880,272.000,0,Rolling Up,C
25.70,54.80,1112,27.80,44.50,453.080,289.000,0,Rolling Up,C
25.90,55.10,1149,27.77,44.00,14.200,296.000,0,Rolling Up,C
25.50,55.10,1174,27.82,43.60,452.850,295.000,0,Rolling Up,C
25.70,53.70,1077,28.28,43.60,543.100,301.000,0,Rolling Up,C
25.60,54.80,1054,27.99,44.20,14.430,295.000,0,Rolling Up,C
25.80,56.10,1032,27.86,44.50,11.860,218.000,0,Rolling Up,C
25.90,56.10,1025,28.06,42.90,558.070,296.000,0,Rolling Up,C
25.80,53.80,981,28.35,42.00,5.550,180.000,0,Rolling Up,C
25.90,55.50,1040,28.39,41.30,468.750,291.000,0,Rolling Up,C
26.00,56.60,1067,28.93,41.60,150.280,280.000,0,Rolling Up,C
26.30,55.10,991,29.12,39.90,552.690,291.000,0,Rolling Up,C
26.50,54.50,907,28.71,39.50,6.950,185.000,0,Rolling Up,C
26.50,54.70,875,28.73,40.70,109.360,254.000,0,Rolling Up,C
26.60,54.00,808,28.99,39.50,462.900,241.000,0,Rolling Up,C
26.70,54.20,856,29.82,38.10,196.340,232.000,0,Rolling Up,C
26.90,54.00,854,29.72,38.60,569.060,220.000,0,Rolling Up,C
26.90,53.90,764,30.20,36.30,489.790,193.000,0,Rolling Up,C
27.40,50.30,732,29.61,37.70,205.700,188.000,0,Rolling Up,C
27.20,51.10,752,29.81,34.40,644.350,185.000,0,Rolling Up,C
27.10,50.10,712,30.26,35.00,94.400,165.000,0,Rolling Up,C
27.40,49.80,629,29.92,35.40,520.420,160.000,0,Rolling Up,C
27.30,49.60,606,29.42,35.60,400.700,152.000,0,Rolling Up,C
27.40,49.00,598,30.55,33.90,405.380,151.000,0,Rolling Up,C
27.30,48.90,614,30.21,34.80,530.470,157.000,0,Rolling Up,C
27.30,49.60,522,30.41,34.80,466.410,150.000,0.5,Rolling Up,C
27.20,50.90,493,30.48,34.50,226.510,141.000,0.5,Rolling Up,C
26.90,52.00,462,30.67,34.70,409.360,140.000,0.5,Rolling Up,C
26.90,52.20,460,30.01,36.30,405.610,135.000,0.5,Rolling Up,C
26.20,52.90,438,30.49,34.40,217.620,126.000,0.5,Rolling Up,C
26.70,53.00,357,30.00,35.40,342.720,105.000,0.5,Rolling Up,C
28.10,60.70,414,28.87,56.60,522.060,122.000,0.5,Rolling Up,C
26.10,53.30,529,33.45,34.90,597.110,264.000,1,Rolling Up,C
25.70,51.30,598,33.72,33.60,624.470,266.000,0.5,Rolling Up,C
25.80,53.00,627,34.54,32.60,19.340,286.000,0.5,Rolling Up,C
25.70,53.90,558,33.84,32.50,341.310,261.000,0.5,Rolling Up,C
25.90,55.80,700,33.81,32.90,197.980,300.000,0.5,Rolling Up,C
25.80,54.90,532,33.26,34.10,259.940,216.000,0.5,Rolling Up,C
25.30,53.20,608,33.81,31.10,330.090,232.000,0.5,Rolling Up,C
25.40,53.60,540,33.28,33.90,19.110,177.000,0.5,Rolling Up,C
25.10,52.20,698,34.08,30.90,224.640,227.000,0.5,Rolling Up,C
25.10,52.30,762,34.65,29.00,587.060,289.000,0.5,Rolling Up,C
25.10,52.80,519,34.11,31.60,44.360,172.000,0.5,Rolling Up,C
24.70,53.50,539,34.08,31.70,95.570,184.000,0.5,Rolling Up,C
24.50,50.90,621,33.71,31.20,72.420,179.000,0.5,Rolling Up,C
24.70,51.30,509,33.49,31.10,20.740,154.000,0.5,Rolling Up,C
25.40,58.70,662,34.04,30.50,622.370,235.000,0.5,Rolling Up,C
26.00,55.20,657,34.04,30.30,560.640,225.000,0.5,Rolling Up,C
26.10,56.20,581,33.76,31.80,103.750,183.000,0.5,Rolling Up,C
26.00,54.00,516,33.35,34.00,32.200,156.000,0.5,Rolling Up,C
26.50,54.30,503,34.19,32.40,481.610,182.000,0.5,Rolling Up,C
26.00,56.20,448,33.14,31.30,197.750,131.000,0.5,Rolling Up,C
26.00,55.30,379,33.07,31.60,25.890,113.000,0.5,Rolling Up,C
25.90,55.30,398,32.98,33.30,78.500,117.000,0.5,Rolling Up,C
26.50,53.20,435,32.86,34.80,9.050,123.000,0.5,Rolling Up,C
26.80,51.80,455,32.84,35.70,107.260,138.000,0.5,Rolling Up,C
26.50,54.10,457,33.22,35.20,57.450,134.000,0.5,Rolling Up,C
26.20,55.80,326,32.46,36.90,5.080,96.000,0.5,Rolling Up,C
26.30,60.00,387,32.34,37.00,58.390,115.000,0.5,Rolling Up,C
26.10,59.70,420,32.28,35.90,43.890,133.000,0.5,Rolling Up,C
26.30,57.40,543,32.29,36.20,260.410,124.000,0.5,Rolling Up,C
26.30,56.60,407,31.54,38.30,15.130,83.000,0,Rolling Up,C
26.40,57.40,392,31.24,37.30,7.650,81.000,0,Rolling Up,C
26.30,55.70,463,31.21,37.50,48.800,98.000,0,Rolling Up,C
27.90,56.70,361,26.35,64.60,17.000,118.000,0.8,Rolling Up,C
27.00,59.80,361,26.45,62.90,317.700,111.000,0.8,Rolling Up,C
26.40,59.80,376,26.35,64.20,55.120,128.000,0.8,Rolling Up,C
26.70,58.00,390,26.53,63.60,346.460,116.000,0.8,Rolling Up,C
26.90,59.50,377,27.04,62.40,602.260,128.000,0.8,Rolling Up,C
26.40,59.80,390,27.16,60.90,17.000,130.000,0.8,Rolling Up,C
27.00,59.60,380,27.18,58.90,628.910,129.000,0.8,Rolling Up,C
26.80,60.20,399,27.11,59.20,139.990,135.000,0.8,Rolling Up,C
27.30,57.30,493,29.87,47.10,630.780,205.000,1,Rolling Up,C
27.40,56.50,497,29.50,47.70,597.110,210.000,0.8,Rolling Up,C
27.30,57.10,501,30.54,44.50,510.830,216.000,0.8,Rolling Up,C
27.10,56.80,531,29.59,46.50,629.620,214.000,0.8,Rolling Up,C
27.20,54.80,545,30.77,44.30,15.600,231.000,0.8,Rolling Up,C
27.30,56.40,528,31.24,43.30,668.200,235.000,0.8,Rolling Up,C
27.40,55.40,506,30.04,44.70,658.610,233.000,0.8,Rolling Up,C
26.60,57.60,546,30.14,43.60,676.150,239.000,0.8,Rolling Up,C
26.70,59.30,562,30.79,41.50,633.590,249.000,0.8,Rolling Up,C
26.60,58.90,584,30.59,42.80,618.860,252.000,0.8,Rolling Up,C
28.40,53.80,492,30.06,44.60,460.090,111.000,1,Rolling Up,C
28.50,54.10,324,30.16,45.00,279.350,98.000,0,Rolling Up,C
28.30,54.50,380,29.98,45.40,415.200,101.000,0,Rolling Up,C
28.10,55.90,320,30.40,46.20,206.870,86.000,0,Rolling Up,C
27.80,55.30,341,29.85,47.70,406.550,88.000,0,Rolling Up,C
27.90,55.00,351,26.24,53.90,570.230,115.000,0.5,Rolling Up,C
26.50,50.40,623,30.85,39.60,4.610,162.000,1,Rolling Up,C
26.00,50.50,459,29.50,44.30,4.380,118.000,0.8,Rolling Up,C
25.80,51.90,460,29.02,45.40,3.910,124.000,0.8,Rolling Up,C
25.80,53.10,409,29.18,45.20,3.210,106.000,0.8,Rolling Up,C
26.20,55.60,311,28.80,45.60,2.510,79.000,0.8,Rolling Up,C
26.40,54.60,405,28.80,45.40,20.280,120.000,0.8,Rolling Up,C
26.50,54.30,460,29.25,44.60,172.490,131.000,0.8,Rolling Up,C
26.70,54.40,641,29.22,43.80,230.480,170.000,0.8,Rolling Up,C
26.80,54.50,576,29.77,43.00,90.890,131.000,0.8,Rolling Up,C
26.80,54.30,473,29.40,43.50,3.680,116.000,0.8,Rolling Up,C
26.70,52.80,531,29.10,44.10,100.950,150.000,0.8,Rolling Up,C
26.30,52.70,456,29.42,43.60,4.380,115.000,0.8,Rolling Up,C
26.30,52.10,426,28.79,44.90,6.950,114.000,0.8,Rolling Up,C
26.40,52.40,411,28.40,47.30,104.920,118.000,0.8,Rolling Up,C
26.50,52.10,398,28.52,46.90,131.580,108.000,0.8,Rolling Up,C
26.40,52.60,418,28.08,48.60,30.800,100.000,0.8,Rolling Up,C
26.20,52.40,519,28.15,49.70,312.320,146.000,0.8,Rolling Up,C
26.10,53.40,310,28.14,50.20,266.960,95.000,0.8,Rolling Up,C
25.70,53.20,394,27.86,51.10,204.290,109.000,0.8,Rolling Up,C
25.50,53.10,431,28.08,50.00,253.860,114.000,0.8,Rolling Up,C
25.20,51.80,377,27.69,49.90,118.720,107.000,0.8,Rolling Up,C
27.10,62.30,487,28.96,50.80,541.930,302.000,1,Rolling Up,C
27.20,61.90,539,29.06,50.60,89.020,225.000,0,Rolling Up,C
27.20,61.90,483,29.16,49.60,25.650,250.000,0,Rolling Up,C
27.30,61.60,370,28.36,52.30,5.550,157.000,0,Rolling Up,C
27.30,61.30,396,28.55,52.60,5.550,176.000,0,Rolling Up,C
27.40,61.00,401,28.38,53.30,3.910,188.000,0,Rolling Up,C
27.40,61.00,398,28.81,52.30,8.120,222.000,0,Rolling Up,C
26.50,63.90,486,28.95,52.10,123.390,291.000,0,Rolling Up,C
26.30,64.10,527,29.13,51.30,542.630,273.000,0,Rolling Up,C
26.30,64.30,630,29.30,50.10,648.320,261.000,0,Rolling Up,C
26.20,64.30,784,28.69,52.60,694.380,233.000,0,Rolling Up,C
26.10,61.50,513,29.22,50.50,406.780,242.000,0,Rolling Up,C
26.40,61.10,385,29.12,51.50,6.950,169.000,0,Rolling Up,C
26.50,60.40,586,27.85,55.20,21.680,178.000,0,Rolling Up,C
26.60,63.60,466,29.19,50.40,318.170,233.000,0,Rolling Up,C
26.40,64.80,525,29.73,50.10,550.580,200.000,0,Rolling Up,C
26.30,65.10,368,30.20,48.50,564.610,184.000,0,Rolling Up,C
26.80,59.00,452,29.76,70.60,15.830,114.000,1,Rolling Up,C
26.70,63.10,455,29.88,67.10,84.810,128.000,0.5,Rolling Up,C
26.50,58.40,542,30.39,65.00,89.720,158.000,0.5,Rolling Up,C
26.80,60.20,677,31.26,61.30,259.240,175.000,0.5,Rolling Up,C
25.20,60.60,650,25.06,65.30,651.830,202.000,1,Rolling Up,C
24.80,59.70,698,25.48,63.80,15.600,203.000,0.5,Rolling Up,C
24.50,58.60,535,25.62,66.20,57.450,164.000,0.5,Rolling Up,C
24.50,62.10,599,25.29,63.00,30.330,214.000,0.5,Rolling Up,C
25.40,65.30,618,25.92,64.60,687.370,210.000,0.5,Rolling Up,C
26.10,64.00,623,26.08,62.70,742.080,229.000,0.5,Rolling Up,C
26.50,62.30,533,26.25,61.40,14.200,216.000,0.5,Rolling Up,C
26.60,61.20,528,26.60,58.10,754.710,230.000,0.5,Rolling Up,C
26.70,62.10,623,26.66,59.10,754.940,241.000,0.5,Rolling Up,C
26.90,62.40,618,27.36,55.00,12.790,243.000,0.5,Rolling Up,C
27.00,62.20,558,27.74,55.20,679.420,225.000,0.5,Rolling Up,C
27.00,61.80,551,27.36,54.80,240.540,235.000,0.5,Rolling Up,C
27.10,61.00,536,27.29,54.60,749.330,237.000,0.5,Rolling Up,C
27.20,61.00,573,27.90,53.40,776.920,242.000,0.5,Rolling Up,C
27.30,60.70,573,27.68,52.30,171.790,251.000,0.5,Rolling Up,C
27.30,60.30,566,27.97,50.60,781.830,242.000,0.5,Rolling Up,C
27.30,59.60,578,28.45,50.60,775.750,237.000,0.5,Rolling Up,C
27.00,60.30,579,28.67,47.00,110.060,240.000,0.5,Rolling Up,C
27.30,59.80,593,28.81,49.00,508.030,203.000,0.5,Rolling Up,C
25.20,55.00,505,28.72,48.50,470.850,175.000,0.5,Rolling Up,C
25.00,58.40,569,28.77,46.60,197.750,209.000,0.5,Rolling Up,C
24.50,56.50,543,28.45,47.40,761.490,193.000,0.5,Rolling Up,C
24.70,58.70,497,29.37,47.30,743.020,169.000,0.5,Rolling Up,C
24.70,58.00,501,29.24,44.40,728.990,157.000,0.5,Rolling Up,C
24.90,58.40,487,29.48,43.80,787.680,138.000,0.5,Rolling Up,C
24.70,58.80,477,28.93,44.30,442.790,133.000,0.5,Rolling Up,C
24.90,59.10,459,28.96,42.70,806.380,126.000,0.5,Rolling Up,C
24.70,56.70,455,28.67,43.80,793.990,123.000,0.5,Rolling Up,C
24.70,60.60,432,28.78,45.90,796.330,121.000,0.5,Rolling Up,C
25.60,61.10,428,29.55,43.50,768.270,111.000,0.5,Rolling Up,C
26.20,60.10,427,28.74,48.40,337.570,118.000,0.5,Rolling Up,C
25.80,60.60,406,29.08,46.70,765.470,112.000,0.5,Rolling Up,C
26.30,60.20,419,28.64,47.90,357.680,97.000,0.5,Rolling Up,C
26.30,60.60,419,28.73,47.90,246.850,114.000,0.5,Rolling Up,C
26.40,60.70,426,29.04,49.90,664.460,106.000,0.5,Rolling Up,C
26.50,64.80,649,24.37,73.20,3.210,120.000,1,Rolling Up,C
26.70,64.30,445,24.44,72.30,2.970,90.000,0,Rolling Up,C
26.60,65.20,520,24.70,72.60,3.440,116.000,0,Rolling Up,C
26.80,65.20,392,24.42,73.10,2.740,74.000,0,Rolling Up,C
26.70,64.70,430,24.27,74.10,2.740,73.000,0,Rolling Up,C
26.40,64.50,386,24.53,73.00,2.040,66.000,0,Rolling Up,C
26.70,64.40,285,24.57,73.40,2.740,53.000,0,Rolling Up,C
26.40,65.60,284,24.35,74.50,2.270,42.000,0,Rolling Up,C
26.70,64.60,246,24.36,74.60,2.040,32.000,0,Rolling Up,C
26.80,64.30,213,24.34,75.30,1.570,27.000,0,Rolling Up,C
26.80,64.30,261,24.20,76.10,1.800,35.000,0,Rolling Up,C
26.80,64.60,336,24.08,76.80,1.800,48.000,0,Rolling Up,C
27.10,76.60,553,31.05,73.10,222.060,189.000,1,Rolling Up,C
26.40,76.90,722,31.11,74.10,257.610,242.000,0.5,Rolling Up,C
26.40,75.20,675,31.40,72.70,310.450,242.000,0.5,Rolling Up,C
26.40,75.70,803,32.24,70.70,449.570,303.000,0.5,Rolling Up,C
26.50,75.40,747,31.63,70.70,69.610,252.000,0.5,Rolling Up,C
26.20,73.90,747,32.24,69.50,490.020,268.000,0.5,Rolling Up,C
26.10,73.40,596,32.99,65.80,394.390,204.000,0.5,Rolling Up,C
26.40,76.00,654,32.68,66.60,602.730,241.000,0.5,Rolling Up,C
26.60,77.00,710,33.06,64.90,709.110,261.000,0.5,Rolling Up,C
26.70,76.90,701,33.55,64.10,670.070,250.000,0.5,Rolling Up,C
26.90,77.00,718,33.28,62.70,121.990,259.000,0.5,Rolling Up,C
26.80,75.30,683,34.56,60.40,679.420,247.000,0.5,Rolling Up,C
26.60,73.60,744,33.97,58.90,623.540,244.000,0.5,Rolling Up,C
26.40,71.80,667,34.48,58.50,149.350,225.000,0.5,Rolling Up,C
26.80,72.30,688,34.73,57.10,629.380,219.000,0.5,Rolling Up,C
26.60,72.10,658,33.70,59.80,505.220,190.000,0.5,Rolling Up,C
26.40,71.60,730,34.62,57.30,674.980,197.000,0.5,Rolling Up,C
26.40,71.00,702,34.93,52.90,616.520,184.000,0.5,Rolling Up,C
26.50,71.50,679,34.58,55.10,98.140,180.000,0.5,Rolling Up,C
26.80,72.30,628,35.23,53.60,528.370,168.000,0.5,Rolling Up,C
26.80,71.90,769,34.69,54.40,502.880,181.000,0.5,Rolling Up,C
26.80,72.00,627,35.05,54.40,207.100,162.000,0.5,Rolling Up,C
26.70,71.50,538,34.50,54.70,54.410,124.000,0.5,Rolling Up,C
26.80,71.10,588,34.94,53.70,364.460,146.000,0.5,Rolling Up,C
26.80,71.70,589,35.85,50.60,242.870,144.000,0.5,Rolling Up,C
26.80,73.10,529,35.58,51.30,553.860,133.000,0.5,Rolling Up,C
26.90,72.00,526,34.87,51.90,505.220,136.000,0.5,Rolling Up,C
27.00,72.50,574,36.38,48.30,457.990,135.000,0.5,Rolling Up,C
27.10,72.00,531,36.01,47.40,451.210,126.000,0.5,Rolling Up,C
27.00,71.20,500,36.08,48.20,34.310,116.000,0.5,Rolling Up,C
26.80,70.60,463,35.19,52.10,484.650,109.000,0.5,Rolling Up,C
27.50,70.40,432,35.05,51.30,431.340,101.000,0.5,Rolling Up,C
27.90,70.00,427,35.51,49.30,191.430,96.000,0.5,Rolling Up,C
28.10,70.20,417,36.16,49.10,355.340,93.000,0.5,Rolling Up,C
28.20,70.30,401,36.19,50.00,190.030,88.000,0.5,Rolling Up,C
28.30,70.40,388,35.77,51.00,317.700,87.000,0.5,Rolling Up,C
28.40,70.60,380,35.83,50.40,307.880,85.000,0.5,Rolling Up,C
28.50,70.60,331,35.08,52.50,13.260,73.000,0.5,Rolling Up,C
28.50,70.70,291,35.34,51.20,181.610,61.000,0.5,Rolling Up,C
28.60,71.00,277,34.91,51.90,149.810,57.000,0.5,Rolling Up,C
28.60,71.00,251,34.82,53.70,82.470,50.000,0.5,Rolling Up,C
28.60,71.20,214,34.24,57.20,82.710,40.000,0.5,Rolling Up,C
28.30,75.50,511,31.10,70.70,13.260,114.000,1,Rolling Up,C
28.10,75.80,562,31.36,68.40,476.460,121.000,0,Rolling Up,C
28.20,74.10,612,31.44,68.10,251.060,125.000,0,Rolling Up,C
28.30,72.60,610,31.72,67.30,17.700,127.000,0,Rolling Up,C
27.30,71.30,596,31.95,66.20,547.780,128.000,0,Rolling Up,C
27.20,70.90,582,32.49,63.80,17.240,124.000,0,Rolling Up,C
27.20,63.50,650,33.43,51.80,16.300,202.000,1,Rolling Up,C
27.30,64.40,629,33.31,52.40,45.530,183.000,0.5,Rolling Up,C
27.50,65.00,642,33.81,52.20,110.300,196.000,0.5,Rolling Up,C
27.50,63.70,616,33.71,49.10,6.720,178.000,0.5,Rolling Up,C
27.50,63.20,648,33.64,50.20,119.650,198.000,0.5,Rolling Up,C
27.40,63.50,639,33.99,50.20,6.950,189.000,0.5,Rolling Up,C
27.40,63.80,657,33.83,50.50,37.810,193.000,0.5,Rolling Up,C
27.50,64.10,672,34.02,49.20,67.270,209.000,0.5,Rolling Up,C
27.60,63.50,731,34.16,48.20,11.160,228.000,0.5,Rolling Up,C
27.70,64.30,695,34.20,46.50,62.360,220.000,0.5,Rolling Up,C
27.20,63.00,753,34.43,47.00,290.340,255.000,0.5,Rolling Up,C
27.20,63.80,720,34.71,46.60,525.100,289.000,0.5,Rolling Up,C
28.80,68.20,699,34.89,46.40,613.250,291.000,0.5,Rolling Up,C
29.70,64.60,712,34.87,46.40,782.070,318.000,0.5,Rolling Up,C
30.00,64.10,750,35.82,44.20,608.340,292.000,0.5,Rolling Up,C
30.20,63.40,768,35.64,42.60,584.020,312.000,0.5,Rolling Up,C
30.60,63.50,890,35.13,44.30,748.400,224.000,1,Rolling Up,C
31.90,60.90,910,35.88,43.20,215.520,200.000,0,Rolling Up,C
31.10,58.10,932,35.97,43.30,613.720,192.000,0,Rolling Up,C
30.20,62.10,747,36.00,43.60,457.060,171.000,0,Rolling Up,C
29.10,60.30,639,36.11,43.90,55.820,139.000,0,Rolling Up,C
27.60,58.50,437,35.59,44.00,71.480,127.000,0.5,Rolling Up,C
27.30,57.70,412,35.20,45.30,5.310,109.000,0.5,Rolling Up,C
26.80,56.50,414,35.09,46.60,3.210,107.000,0.5,Rolling Up,C
27.90,61.60,426,34.84,47.30,2.740,107.000,0.5,Rolling Up,C
27.30,68.50,692,30.05,65.80,5.310,183.000,1,Rolling Up,C
27.20,65.50,684,30.75,66.30,99.540,179.000,0.5,Rolling Up,C
27.20,64.50,657,30.55,64.50,10.460,176.000,0.5,Rolling Up,C
27.30,63.30,826,29.76,66.80,152.390,226.000,0.5,Rolling Up,C
27.30,62.80,751,30.96,62.80,5.550,196.000,0.5,Rolling Up,C
27.10,61.00,629,30.67,63.90,41.790,163.000,0.5,Rolling Up,C
26.70,58.80,654,30.70,65.30,6.480,164.000,0.5,Rolling Up,C
26.50,57.90,841,30.62,65.90,13.960,247.000,0.5,Rolling Up,C
26.40,57.50,954,30.81,64.50,369.140,283.000,0.5,Rolling Up,C
26.40,55.80,939,31.48,60.10,411.230,289.000,0.5,Rolling Up,C
26.10,57.50,754,32.03,59.30,5.310,186.000,0.5,Rolling Up,C
26.00,64.50,781,30.48,68.20,3.210,198.000,0.5,Rolling Up,C
26.50,69.40,798,30.79,66.50,4.140,189.000,0.5,Rolling Up,C
27.10,71.20,730,31.05,65.60,4.140,166.000,0,Rolling Up,C
26.90,69.60,462,30.91,65.80,2.740,122.000,0,Rolling Up,C
26.90,70.10,438,30.25,67.40,2.970,87.000,0,Rolling Up,C
27.40,72.90,556,30.05,67.90,4.140,104.000,0,Rolling Up,C
25.70,59.90,997,31.31,61.20,451.210,291.000,1,Rolling Up,C
25.50,58.20,873,31.44,61.10,6.480,210.000,0,Rolling Up,C
25.30,59.50,672,30.54,63.60,5.080,149.000,0,Rolling Up,C
25.20,57.60,442,30.13,65.50,4.140,98.000,0,Rolling Up,C
25.30,60.40,422,30.00,66.30,2.970,98.000,0,Rolling Up,C
24.50,57.50,537,30.24,64.80,2.740,119.000,0,Rolling Up,C
24.40,57.30,592,30.63,63.50,2.740,132.000,0,Rolling Up,C
24.30,59.90,648,31.28,61.10,2.510,146.000,0,Rolling Up,C
24.60,60.20,626,30.33,64.60,3.440,140.000,0,Rolling Up,C
24.40,59.90,771,30.30,66.20,3.680,185.000,0,Rolling Up,C
24.00,59.00,679,30.67,64.80,3.680,159.000,0,Rolling Up,C
24.30,61.90,735,30.60,64.20,3.440,177.000,0,Rolling Up,C
24.00,59.10,860,31.05,63.60,3.680,211.000,0,Rolling Up,C
24.10,60.00,743,31.50,61.20,2.970,167.000,0,Rolling Up,C
24.50,64.70,535,31.74,60.20,2.510,119.000,0,Rolling Up,C
24.70,63.60,559,31.96,59.70,2.740,118.000,0,Rolling Up,C
25.60,68.80,693,32.00,60.30,2.510,150.000,0,Rolling Up,C
25.70,67.40,609,31.80,60.80,5.310,125.000,0,Rolling Up,C
25.80,67.10,493,31.76,61.40,2.970,110.000,0,Rolling Up,C
25.80,65.80,527,31.80,61.10,4.140,121.000,0,Rolling Up,C
25.90,64.90,661,31.46,61.70,4.140,158.000,0,Rolling Up,C
25.90,64.20,781,31.31,61.90,5.080,186.000,0,Rolling Up,C
26.00,63.90,648,31.65,59.60,6.950,157.000,0,Rolling Up,C
26.10,64.20,602,31.99,59.10,3.910,139.000,0,Rolling Up,C
26.10,63.60,432,31.84,58.80,6.250,96.000,0,Rolling Up,C
26.00,63.00,499,32.07,56.90,8.120,111.000,0,Rolling Up,C
25.80,61.10,478,32.43,55.80,2.040,103.000,0,Rolling Up,C
25.60,65.60,379,32.61,55.80,10.220,82.000,0,Rolling Up,C
25.80,64.20,337,31.22,62.60,4.380,74.000,0,Rolling Up,C
25.60,63.50,227,30.50,65.30,3.910,37.000,0,Rolling Up,C
25.80,64.60,214,30.27,66.30,2.510,34.000,0,Rolling Up,C
25.50,64.10,426,30.36,66.00,54.410,115.000,0,Rolling Up,C
25.40,63.30,411,30.36,67.10,6.480,102.000,0,Rolling Up,C
27.10,77.40,642,-50.99,78.10,0.000,168.000,1,Rolling Up,C
27.00,76.50,270,-51.02,79.00,0.000,60.000,0.5,Rolling Up,C
26.90,75.90,487,-51.11,78.60,0.000,119.000,0.5,Rolling Up,C
26.70,72.50,375,-51.00,78.90,0.000,92.000,0.5,Rolling Up,C
26.40,70.20,329,-51.25,80.10,0.000,66.000,0.5,Rolling Up,C
26.10,68.70,287,28.27,83.60,1.570,58.000,0.5,Rolling Up,C
26.10,68.70,391,28.23,84.40,2.740,87.000,0.5,Rolling Up,C
25.90,67.40,275,27.90,84.60,0.870,54.000,0.5,Rolling Up,C
26.00,68.00,245,-52.04,83.50,0.000,44.000,0.5,Rolling Up,C
29.10,53.70,378,31.90,64.00,3.910,154.000,1,Rolling Up,C
29.10,54.60,388,32.04,62.00,564.150,7487.000,0,Rolling Up,C
29.20,54.70,512,32.44,58.60,449.340,314.000,0,Rolling Up,C
29.20,53.60,441,32.95,56.70,8.350,226.000,0,Rolling Up,C
29.10,53.90,545,33.25,55.70,58.860,287.000,0,Rolling Up,C
29.10,53.20,458,32.81,56.10,7.180,230.000,0,Rolling Up,C
29.10,53.00,604,32.63,58.00,15.830,380.000,0,Rolling Up,C
29.20,53.00,407,33.15,56.40,15.370,241.000,0,Rolling Up,C
29.20,52.90,563,33.33,57.20,750.270,377.000,0,Rolling Up,C
29.10,52.90,491,33.57,54.80,17.470,374.000,0,Rolling Up,C
29.10,52.90,587,34.16,53.10,687.140,401.000,0,Rolling Up,C
29.10,53.10,355,33.39,55.30,7.880,165.000,0,Rolling Up,C
29.10,52.40,487,34.64,51.70,21.450,233.000,0,Rolling Up,C
29.00,52.20,547,34.23,53.10,489.560,284.000,0,Rolling Up,C
29.10,52.40,308,33.59,54.80,4.380,4738.000,0,Rolling Up,C
29.00,52.20,392,33.60,56.10,84.580,192.000,0,Rolling Up,C
28.90,51.90,580,34.32,52.20,785.570,389.000,0,Rolling Up,C
28.50,54.20,382,34.14,52.60,728.050,231.000,0,Rolling Up,C
28.80,52.90,564,34.00,52.30,162.210,343.000,0,Rolling Up,C
28.80,52.80,408,33.44,54.60,290.340,196.000,0,Rolling Up,C
29.00,54.80,578,34.53,51.00,664.920,325.000,0,Rolling Up,C
29.00,54.60,405,34.09,53.80,378.490,238.000,0,Rolling Up,C
29.00,53.60,362,34.33,50.90,725.720,277.000,0,Rolling Up,C
28.90,52.40,362,33.67,54.60,4.840,160.000,0,Rolling Up,C
28.70,52.40,254,33.32,55.30,3.440,109.000,0,Rolling Up,C
28.60,52.30,280,32.97,57.60,64.700,175.000,0,Rolling Up,C
28.40,52.50,277,32.77,59.40,3.910,113.000,0,Rolling Up,C
